DFW TECH COMPANIES,,,,,,,,,,,,Markdown
Name,Location,Address,Website,Category,Note,Team Size,Company Size,Frontend Stack,Mobile Stack,Infrastructure,Category Sort Order,Name|Location|Category|Website
Data Bakery,"Dallas, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Data Bakery|Dallas, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
DeFak.to,,,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,DeFak.to||Web Design/Mobile Dev/Digital Marketing Firms|
Dialexa,"Dallas, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,Agency/Consulting,,,,,,3,"Dialexa|Dallas, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Digility,"Addison, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Digility|Addison, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Digiture,"Grapevine, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Digiture|Grapevine, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Ellipsis Infotech,"Dallas, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Ellipsis Infotech|Dallas, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Five Pack Creative,"Frisco, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Five Pack Creative|Frisco, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Flexsin Inc,"Dallas, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Flexsin Inc|Dallas, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
ForestBits,"Dallas, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"ForestBits|Dallas, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Glint Advertising,"Dallas, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Glint Advertising|Dallas, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Hathaway (wearehathway.com),"Southlake, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Hathaway (wearehathway.com)|Southlake, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
HP,,,,Web Design/Mobile Dev/Digital Marketing Firms,Agency/Consulting,,,,,,3,HP||Web Design/Mobile Dev/Digital Marketing Firms|
Impiger Technologies,,,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,Impiger Technologies||Web Design/Mobile Dev/Digital Marketing Firms|
Improving Enterprises,"Richardson, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,Agency/Consulting,,,,,,3,"Improving Enterprises|Richardson, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
iTrellis,"Dallas, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"iTrellis|Dallas, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Kod Technologies,"Dallas, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Kod Technologies|Dallas, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Levelten Interactive,"Dallas, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Levelten Interactive|Dallas, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Lifeblue,"McKinney, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Lifeblue|McKinney, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Lift,"McKinney, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Lift|McKinney, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
LionsMouth Digital,,,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,LionsMouth Digital||Web Design/Mobile Dev/Digital Marketing Firms|
Magic Logix,"Dallas, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Magic Logix|Dallas, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
MODassic Marketing,"Dallas, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"MODassic Marketing|Dallas, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Monkedia,"Irving, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Monkedia|Irving, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Oven Bits,"Dallas, Texas","2211 N Lamar St #302, Dallas, TX 75202",,Web Design/Mobile Dev/Digital Marketing Firms,Agency/Consulting,,,,,,3,"Oven Bits|Dallas, Texas|Web Design/Mobile Dev/Digital Marketing Firms|"
Panamplify,"Dallas, TX","1601 Elm St, Dallas, TX 75201",http://panamplify.com/,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Panamplify|Dallas, TX|Web Design/Mobile Dev/Digital Marketing Firms|http://panamplify.com/"
Pariveda,"Dallas, TX","2811 McKinney Ave, Suite 220, Dallas, TX 75204",,Web Design/Mobile Dev/Digital Marketing Firms,Agency/Consulting,,,,,,3,"Pariveda|Dallas, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
PMG,"Fort Worth, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"PMG|Fort Worth, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Projekt202,"Addison, TX","5080 Spectrum Dr #320w, Addison, TX 75001",,Web Design/Mobile Dev/Digital Marketing Firms,Agency/Consulting,20-25,,,,,3,"Projekt202|Addison, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Reel FX,,,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,Reel FX||Web Design/Mobile Dev/Digital Marketing Firms|
Ride for the Brand,"Dallas, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Ride for the Brand|Dallas, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Runner,"Dallas, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Runner|Dallas, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Seven Tablets,"Dallas, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Seven Tablets|Dallas, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Simple Media,"Addison, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Simple Media|Addison, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Skunk Worx Lab,Dallas & Austin,,skunkworxlab.com,Web Design/Mobile Dev/Digital Marketing Firms,,20-ish,,"JS, React, etc",Native / Custom hybrid,AWS,3,Skunk Worx Lab|Dallas & Austin|Web Design/Mobile Dev/Digital Marketing Firms|skunkworxlab.com
Slalom,,,,Web Design/Mobile Dev/Digital Marketing Firms,Agency/Consulting,,,,,,3,Slalom||Web Design/Mobile Dev/Digital Marketing Firms|
Slalom Consulting,"Addison, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Slalom Consulting|Addison, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Social Factor,"Fort Worth, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Social Factor|Fort Worth, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Software Allies,"Dallas, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Software Allies|Dallas, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Techgene,"Irving, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Techgene|Irving, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Tekzenit,"Irving, Texas",,,Web Design/Mobile Dev/Digital Marketing Firms,Agency/Consulting,,,,,,3,"Tekzenit|Irving, Texas|Web Design/Mobile Dev/Digital Marketing Firms|"
The Old State,"Dallas, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"The Old State|Dallas, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
The Richards Group/ClickHere (?),"Dallas, TX","2801 N Central Expy #100, Dallas, TX 75204",https://richards.com/,Web Design/Mobile Dev/Digital Marketing Firms,Agency/Consulting,,,,,,3,"The Richards Group/ClickHere (?)|Dallas, TX|Web Design/Mobile Dev/Digital Marketing Firms|https://richards.com/"
Think Tree Studios,"McKinney, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Think Tree Studios|McKinney, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Thoughtworks,"Dallas, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Thoughtworks|Dallas, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Tonic3,"Lewisville, TX","151 W Walters St, Lewisville, TX 75057",,Web Design/Mobile Dev/Digital Marketing Firms,Agency/Consulting,,,,,,3,"Tonic3|Lewisville, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Universal Mind,"Dallas, TX","302 N Market St, Dallas, TX 75202",https://www.universalmind.com/,Web Design/Mobile Dev/Digital Marketing Firms,Agency/Consulting,,,,,,3,"Universal Mind|Dallas, TX|Web Design/Mobile Dev/Digital Marketing Firms|https://www.universalmind.com/"
Ventuso LLC,"Dallas, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Ventuso LLC|Dallas, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
Wve Labs,"Dallas, TX",,,Web Design/Mobile Dev/Digital Marketing Firms,,,,,,,3,"Wve Labs|Dallas, TX|Web Design/Mobile Dev/Digital Marketing Firms|"
3D Realms,,,,Video Game Companies,,,,,,,4,3D Realms||Video Game Companies|
Barking Lizards,,,,Video Game Companies,,,,,,,4,Barking Lizards||Video Game Companies|
Blackdot,,,,Video Game Companies,,,,,,,4,Blackdot||Video Game Companies|
BonusXP,,,,Video Game Companies,,,,,,,4,BonusXP||Video Game Companies|
Boss Fight Entertainment,,,,Video Game Companies,,,,,,,4,Boss Fight Entertainment||Video Game Companies|
Controlled Chaos Media,,,,Video Game Companies,,,,,,,4,Controlled Chaos Media||Video Game Companies|
Escalation Studios,,,,Video Game Companies,,,,,,,4,Escalation Studios||Video Game Companies|
Game Circus,,,,Video Game Companies,,,,,,,4,Game Circus||Video Game Companies|
Gearbox Software,,,,Video Game Companies,,,,,,,4,Gearbox Software||Video Game Companies|
id Software,,,,Video Game Companies,,,,,,,4,id Software||Video Game Companies|
Jovian Minds,,,,Video Game Companies,,,,,,,4,Jovian Minds||Video Game Companies|
KingsIsle Entertainment Ltd.,,,,Video Game Companies,,,,,,,4,KingsIsle Entertainment Ltd.||Video Game Companies|
Method Solutions,,,,Video Game Companies,,,,,,,4,Method Solutions||Video Game Companies|
Mumbo Jumbo,,,,Video Game Companies,,,,,,,4,Mumbo Jumbo||Video Game Companies|
Nerve Software,,,,Video Game Companies,,,,,,,4,Nerve Software||Video Game Companies|
Perpetual FX Creative,,,,Video Game Companies,,,,,,,4,Perpetual FX Creative||Video Game Companies|
Playful Corp.,"McKinney, TX",,,Video Game Companies,,,,,,,4,"Playful Corp.|McKinney, TX|Video Game Companies|"
Robot Entertainment,,,,Video Game Companies,,,,,,,4,Robot Entertainment||Video Game Companies|
Sickhead Games,,,,Video Game Companies,,,,,,,4,Sickhead Games||Video Game Companies|
Soldak Entertainment,,,,Video Game Companies,,,,,,,4,Soldak Entertainment||Video Game Companies|
Southpeak Games,,,,Video Game Companies,,,,,,,4,Southpeak Games||Video Game Companies|
Trptych Games,,,,Video Game Companies,,,,,,,4,Trptych Games||Video Game Companies|
Axelum Tech,,,,Small Startups (less than 5 employees) / Solo-preneurs,,,,,,,5,Axelum Tech||Small Startups (less than 5 employees) / Solo-preneurs|
balancedmediatechnology.com,,,,Small Startups (less than 5 employees) / Solo-preneurs,,,,,,,5,balancedmediatechnology.com||Small Startups (less than 5 employees) / Solo-preneurs|
Budgit,Dallas,1910 Pacific Ave,www.budgitapp.com,Small Startups (less than 5 employees) / Solo-preneurs,,2,2,,,Heroku,5,Budgit|Dallas|Small Startups (less than 5 employees) / Solo-preneurs|www.budgitapp.com
cleanfinances.com,,,,Small Startups (less than 5 employees) / Solo-preneurs,,,,,,,5,cleanfinances.com||Small Startups (less than 5 employees) / Solo-preneurs|
coinsource.net,,,,Small Startups (less than 5 employees) / Solo-preneurs,,,,,,,5,coinsource.net||Small Startups (less than 5 employees) / Solo-preneurs|
cruisebe.com,,,,Small Startups (less than 5 employees) / Solo-preneurs,,,,,,,5,cruisebe.com||Small Startups (less than 5 employees) / Solo-preneurs|
Estimake,"Fort Worth, TX",,,Small Startups (less than 5 employees) / Solo-preneurs,,,,,,,5,"Estimake|Fort Worth, TX|Small Startups (less than 5 employees) / Solo-preneurs|"
Fan Guru (FKA Cosmunity),,,,Small Startups (less than 5 employees) / Solo-preneurs,,,,,,,5,Fan Guru (FKA Cosmunity)||Small Startups (less than 5 employees) / Solo-preneurs|
GivingGreat,,,,Small Startups (less than 5 employees) / Solo-preneurs,,,,,,,5,GivingGreat||Small Startups (less than 5 employees) / Solo-preneurs|
GraphiteDocs.com,,,,Small Startups (less than 5 employees) / Solo-preneurs,,,,,,,5,GraphiteDocs.com||Small Startups (less than 5 employees) / Solo-preneurs|
GravyGravy,"Dallas, TX",,,Small Startups (less than 5 employees) / Solo-preneurs,,,,,,,5,"GravyGravy|Dallas, TX|Small Startups (less than 5 employees) / Solo-preneurs|"
gruupmeet.com,,,,Small Startups (less than 5 employees) / Solo-preneurs,,,,,,,5,gruupmeet.com||Small Startups (less than 5 employees) / Solo-preneurs|
LarkSpark Corp,,,,Small Startups (less than 5 employees) / Solo-preneurs,,,,,,,5,LarkSpark Corp||Small Startups (less than 5 employees) / Solo-preneurs|
LittleBeetleLabs,,,,Small Startups (less than 5 employees) / Solo-preneurs,,,,,,,5,LittleBeetleLabs||Small Startups (less than 5 employees) / Solo-preneurs|
lobbyTV,"Fort Worth, TX",,,Small Startups (less than 5 employees) / Solo-preneurs,,,,,,,5,"lobbyTV|Fort Worth, TX|Small Startups (less than 5 employees) / Solo-preneurs|"
MacServe.net,,,,Small Startups (less than 5 employees) / Solo-preneurs,,,,,,,5,MacServe.net||Small Startups (less than 5 employees) / Solo-preneurs|
Modern Message,"Dallas, Texas","750 N St Paul, Dallas, TX",modernmsg.com,Small Startups (less than 5 employees) / Solo-preneurs,Downtown,2,21,Backbone,Turbolinks for iOS/Android,Linode,5,"Modern Message|Dallas, Texas|Small Startups (less than 5 employees) / Solo-preneurs|modernmsg.com"
ModoPayments,"Richardson, TX",,,Small Startups (less than 5 employees) / Solo-preneurs,,,,,,,5,"ModoPayments|Richardson, TX|Small Startups (less than 5 employees) / Solo-preneurs|"
NickelCommerce,"Dallas, TX",,,Small Startups (less than 5 employees) / Solo-preneurs,,,,,,,5,"NickelCommerce|Dallas, TX|Small Startups (less than 5 employees) / Solo-preneurs|"
PicPocket,"Dallas, TX",,,Small Startups (less than 5 employees) / Solo-preneurs,,,,,,,5,"PicPocket|Dallas, TX|Small Startups (less than 5 employees) / Solo-preneurs|"
Roomored.com,,,,Small Startups (less than 5 employees) / Solo-preneurs,,,,,,,5,Roomored.com||Small Startups (less than 5 employees) / Solo-preneurs|
SettleIt.org,,,,Small Startups (less than 5 employees) / Solo-preneurs,,,,,,,5,SettleIt.org||Small Startups (less than 5 employees) / Solo-preneurs|
Spacee,,,,Small Startups (less than 5 employees) / Solo-preneurs,,,,,,,5,Spacee||Small Startups (less than 5 employees) / Solo-preneurs|
swirlds.com,,,,Small Startups (less than 5 employees) / Solo-preneurs,,,,,,,5,swirlds.com||Small Startups (less than 5 employees) / Solo-preneurs|
7-Eleven Corp,"Irving, TX",,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,"7-Eleven Corp|Irving, TX|Non-tech Companies with Software Dev Departments in DFW|"
ABSG,"Frisco, TX",,http://www.absg.com/,Non-tech Companies with Software Dev Departments in DFW,Large Company Internal Team,,,,,,6,"ABSG|Frisco, TX|Non-tech Companies with Software Dev Departments in DFW|http://www.absg.com/"
Accenture,,,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,Accenture||Non-tech Companies with Software Dev Departments in DFW|
ADT,"Dallas, TX",,http://www.adt.com,Non-tech Companies with Software Dev Departments in DFW,Large Company Internal Team,,,,,,6,"ADT|Dallas, TX|Non-tech Companies with Software Dev Departments in DFW|http://www.adt.com"
American Airlines,"Fort Worth, Texas","4255 Amon Carter Blvd, Fort Worth, TX 76155",https://www.aa.com,Non-tech Companies with Software Dev Departments in DFW,Large Company Internal Team,,,,,,6,"American Airlines|Fort Worth, Texas|Non-tech Companies with Software Dev Departments in DFW|https://www.aa.com"
AT&T,"Dallas, TX",,https://www.att.com/,Non-tech Companies with Software Dev Departments in DFW,Large Company Internal Team,,,,,,6,"AT&T|Dallas, TX|Non-tech Companies with Software Dev Departments in DFW|https://www.att.com/"
Bank of America,"Plano, TX",,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,"Bank of America|Plano, TX|Non-tech Companies with Software Dev Departments in DFW|"
BloomBoard,"Dallas, TX",,https://bloomboard.com/,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,"BloomBoard|Dallas, TX|Non-tech Companies with Software Dev Departments in DFW|https://bloomboard.com/"
Blue Cross Blue Shield (C1 Innovation Lab),"Dallas, TX","603 Munger Ave Dallas, TX 75202",http://c1innovationlab.com/,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,"Blue Cross Blue Shield (C1 Innovation Lab)|Dallas, TX|Non-tech Companies with Software Dev Departments in DFW|http://c1innovationlab.com/"
Bonobos,"Dallas, TX",,www.bonobos.com,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,"Bonobos|Dallas, TX|Non-tech Companies with Software Dev Departments in DFW|www.bonobos.com"
Borrowworks,"Fort Worth, TX",,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,"Borrowworks|Fort Worth, TX|Non-tech Companies with Software Dev Departments in DFW|"
Cancer Gene Connect,"Dallas, TX",,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,"Cancer Gene Connect|Dallas, TX|Non-tech Companies with Software Dev Departments in DFW|"
Canyon Ranch,"Fort Worth, TX",,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,"Canyon Ranch|Fort Worth, TX|Non-tech Companies with Software Dev Departments in DFW|"
Capital One,"Plano, TX","7933 Preston Rd, Plano, TX 75024",,Non-tech Companies with Software Dev Departments in DFW,Large Company Internal Team,,,Angular/React/various,,,6,"Capital One|Plano, TX|Non-tech Companies with Software Dev Departments in DFW|"
CBRE,"Fort Worth, TX",,http://www.cbre.us/,Non-tech Companies with Software Dev Departments in DFW,Large Company Internal Team,,,,,,6,"CBRE|Fort Worth, TX|Non-tech Companies with Software Dev Departments in DFW|http://www.cbre.us/"
Citi,"Irving, Texas","6400 Las Colinas Blvd, Irving, TX 75039",,Non-tech Companies with Software Dev Departments in DFW,Large Company Internal Team,,,,,,6,"Citi|Irving, Texas|Non-tech Companies with Software Dev Departments in DFW|"
Citigroup,,,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,Citigroup||Non-tech Companies with Software Dev Departments in DFW|
Container Store,"Coppell, TX",,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,"Container Store|Coppell, TX|Non-tech Companies with Software Dev Departments in DFW|"
Copart,"Dallas, Texas","14185 Dallas Pkwy, Dallas, TX 75254",https://www.copart.com,Non-tech Companies with Software Dev Departments in DFW,Dallas/Fort Worth,6,5000 (IT is 450) ,"ReactJs, AngularJS",React Native,Co Located,6,"Copart|Dallas, Texas|Non-tech Companies with Software Dev Departments in DFW|https://www.copart.com"
Fidelity Investments,"Westlake, TX","1 Destiny Way, Westlake, TX 76262",,Non-tech Companies with Software Dev Departments in DFW,Large Company Internal Team,,,,,,6,"Fidelity Investments|Westlake, TX|Non-tech Companies with Software Dev Departments in DFW|"
GM Financial,"Irving, TX",,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,"GM Financial|Irving, TX|Non-tech Companies with Software Dev Departments in DFW|"
Goldman Sachs,,,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,Goldman Sachs||Non-tech Companies with Software Dev Departments in DFW|
Home Depot,,,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,Home Depot||Non-tech Companies with Software Dev Departments in DFW|
JC Penny,,,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,JC Penny||Non-tech Companies with Software Dev Departments in DFW|
L3 Technologies,"Arlington, TX",,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,"L3 Technologies|Arlington, TX|Non-tech Companies with Software Dev Departments in DFW|"
Lockheed Martin,"Fort Worth, TX",,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,"Lockheed Martin|Fort Worth, TX|Non-tech Companies with Software Dev Departments in DFW|"
MoneyGram,,,,Non-tech Companies with Software Dev Departments in DFW,Large Company Internal Team,,,,,,6,MoneyGram||Non-tech Companies with Software Dev Departments in DFW|
Northropp Grumman,"Fort Worth, TX",,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,"Northropp Grumman|Fort Worth, TX|Non-tech Companies with Software Dev Departments in DFW|"
Pinnacle Property Management Services,"Addison, TX",,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,"Pinnacle Property Management Services|Addison, TX|Non-tech Companies with Software Dev Departments in DFW|"
Power Home Remodeling Group,"Irving, TX",,http://www.powerhrg.com,Non-tech Companies with Software Dev Departments in DFW,,20 (and hiring!),"2,000+",React,Swift,Self hosted,6,"Power Home Remodeling Group|Irving, TX|Non-tech Companies with Software Dev Departments in DFW|http://www.powerhrg.com"
Raytheon,"Richardson, TX",,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,"Raytheon|Richardson, TX|Non-tech Companies with Software Dev Departments in DFW|"
ReadyRosie,"Denton, TX",,https://www.readyrosie.com/,Non-tech Companies with Software Dev Departments in DFW,,4,20,,Native iOS/Android,Digital Ocean & Heroku,6,"ReadyRosie|Denton, TX|Non-tech Companies with Software Dev Departments in DFW|https://www.readyrosie.com/"
Rexel,"Addison, TX","14951 Dallas Pkwy, Dallas, TX 75254",,Non-tech Companies with Software Dev Departments in DFW,Large Company Internal Team,,,,,,6,"Rexel|Addison, TX|Non-tech Companies with Software Dev Departments in DFW|"
Rockwell Collins,"Richardson, TX",,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,"Rockwell Collins|Richardson, TX|Non-tech Companies with Software Dev Departments in DFW|"
Samsung,"Frisco, TX",,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,"Samsung|Frisco, TX|Non-tech Companies with Software Dev Departments in DFW|"
SiriusXM Car division,,,,Non-tech Companies with Software Dev Departments in DFW,Large Company Internal Team,,,,,,6,SiriusXM Car division||Non-tech Companies with Software Dev Departments in DFW|
Six Flags,"Arlington, TX",,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,"Six Flags|Arlington, TX|Non-tech Companies with Software Dev Departments in DFW|"
Southwest.com,"Dallas, Texas","2702 Love Field Dr, Dallas, TX 75235",,Non-tech Companies with Software Dev Departments in DFW,Large Company Internal Team,,,,,,6,"Southwest.com|Dallas, Texas|Non-tech Companies with Software Dev Departments in DFW|"
Stitch Fix,"Dallas, TX",,https://www.stitchfix.com/,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,"Stitch Fix|Dallas, TX|Non-tech Companies with Software Dev Departments in DFW|https://www.stitchfix.com/"
Thompson Reuters,"Carrollton, Texas",,,Non-tech Companies with Software Dev Departments in DFW,Large Company Internal Team,,,,,,6,"Thompson Reuters|Carrollton, Texas|Non-tech Companies with Software Dev Departments in DFW|"
ThyssenKrupp Elevator Americas,"Frisco, TX",,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,"ThyssenKrupp Elevator Americas|Frisco, TX|Non-tech Companies with Software Dev Departments in DFW|"
Toyota,,,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,Toyota||Non-tech Companies with Software Dev Departments in DFW|
USAA,"Plano, TX",,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,"USAA|Plano, TX|Non-tech Companies with Software Dev Departments in DFW|"
Verizon,"Irving, TX",,,Non-tech Companies with Software Dev Departments in DFW,Large Company Internal Team,,,,,,6,"Verizon|Irving, TX|Non-tech Companies with Software Dev Departments in DFW|"
Vista Proppants,"Granbury, TX",,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,"Vista Proppants|Granbury, TX|Non-tech Companies with Software Dev Departments in DFW|"
Vpay,"Plano, TX",,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,"Vpay|Plano, TX|Non-tech Companies with Software Dev Departments in DFW|"
Walmart (eCommerce),,,,Non-tech Companies with Software Dev Departments in DFW,,,,,,,6,Walmart (eCommerce)||Non-tech Companies with Software Dev Departments in DFW|
Future Com,,,,Computer Security Consultants,,,,,,,7,Future Com||Computer Security Consultants|
Lynx Technology Partners,https://lynxgrc.com/,,,Computer Security Consultants,,,,Om,,,7,Lynx Technology Partners|https://lynxgrc.com/|Computer Security Consultants|
StackPath,"Dallas, TX","2021 McKinney Ave #1100, Dallas, TX 75201",https://www.stackpath.com/,Computer Security Consultants,,,,,,,7,"StackPath|Dallas, TX|Computer Security Consultants|https://www.stackpath.com/"
Zyston LLC,,,,Computer Security Consultants,,,,,,,7,Zyston LLC||Computer Security Consultants|
CyrusOne,"Dallas, TX",,,Companies with Data Centers / Co-Location Facilities in DFW,,,,,,,8,"CyrusOne|Dallas, TX|Companies with Data Centers / Co-Location Facilities in DFW|"
Facebook,"Fort Worth, TX",,,Companies with Data Centers / Co-Location Facilities in DFW,,,,,,,8,"Facebook|Fort Worth, TX|Companies with Data Centers / Co-Location Facilities in DFW|"
Rackspace,,,,Companies with Data Centers / Co-Location Facilities in DFW,,,,,,,8,Rackspace||Companies with Data Centers / Co-Location Facilities in DFW|
T5@Alliance,"Fort Worth, TX",,,Companies with Data Centers / Co-Location Facilities in DFW,,,,,,,8,"T5@Alliance|Fort Worth, TX|Companies with Data Centers / Co-Location Facilities in DFW|"
Co-Build,,,,Co-working Spaces/Accelerators,,,,,,,9,Co-Build||Co-working Spaces/Accelerators|
CodeLaunch,,,,Co-working Spaces/Accelerators,,,,,,,9,CodeLaunch||Co-working Spaces/Accelerators|
Dallas Entrepreneur Center (DEC) / Capital Factory,"Dallas, TX",,,Co-working Spaces/Accelerators,,,,,,,9,"Dallas Entrepreneur Center (DEC) / Capital Factory|Dallas, TX|Co-working Spaces/Accelerators|"
Ensemble Coworking,"Fort Worth, TX",,,Co-working Spaces/Accelerators,,,,,,,9,"Ensemble Coworking|Fort Worth, TX|Co-working Spaces/Accelerators|"
Health Wildcatters,,,,Co-working Spaces/Accelerators,,,,,,,9,Health Wildcatters||Co-working Spaces/Accelerators|
makerSeed,"Dallas, TX",,,Co-working Spaces/Accelerators,,,,,,,9,"makerSeed|Dallas, TX|Co-working Spaces/Accelerators|"
Nod Coworking,,,,Co-working Spaces/Accelerators,,,,,,,9,Nod Coworking||Co-working Spaces/Accelerators|
Penn Station,,,http://www.penn-station.com/,Co-working Spaces/Accelerators,,,,,,,9,Penn Station||Co-working Spaces/Accelerators|http://www.penn-station.com/
REVTECH Accelerator,,,,Co-working Spaces/Accelerators,,,,,,,9,REVTECH Accelerator||Co-working Spaces/Accelerators|
SMU Incubator - Dallas,"Dallas, TX",,,Co-working Spaces/Accelerators,,,,,,,9,"SMU Incubator - Dallas|Dallas, TX|Co-working Spaces/Accelerators|"
Stadia Ventures,"Frisco, TX",,,Co-working Spaces/Accelerators,,,,,,,9,"Stadia Ventures|Frisco, TX|Co-working Spaces/Accelerators|"
